year,disaster_type,disaster_subtype,country,latitude,longitude,start_year,start_month,start_day,total_deaths,total_damages,event_name,associated_dis,dis_mag_scale,dis_mag_value
1974,Earthquake,Ground movement,Peru,-12.265,-77.795,1974,10,4,78,10000,NA,Tsunami/Tidal wave,Richter,8
1975,Earthquake,Tsunami,Solomon Islands,-7.104,155.152,1975,7,21,200,NA,NA,NA,Richter,8
1975,Earthquake,Ground movement,Turkey,38.474,40.723,1975,9,6,2385,17000,NA,NA,Richter,7
1976,Earthquake,Ground movement,Philippines (the),6.262,124.023,1976,8,17,6000,134000,NA,Tsunami/Tidal wave,Richter,8
1976,Earthquake,Ground movement,Iran (Islamic Republic of),33.8,59.15,1976,11,6,16,NA,NA,NA,Richter,6
1976,Earthquake,Ground movement,Iceland,66.157,-16.582,1976,1,13,1,NA,NA,NA,Richter,6
1976,Earthquake,Ground movement,Italy,46.356,13.275,1976,5,6,922,3600000,NA,NA,Richter,7
1976,Earthquake,Ground movement,Soviet Union,40.381,63.472,1976,5,17,NA,85000,NA,NA,Richter,7
1976,Earthquake,Ground movement,Turkey,41.13,43.01,1976,3,25,2,NA,NA,NA,Richter,5
1976,Earthquake,Ground movement,Turkey,37.7,28.89,1976,8,19,4,NA,NA,NA,Richter,5
1976,Earthquake,Ground movement,Turkey,39.121,44.029,1976,11,24,3840,25000,NA,NA,Richter,7
1977,Earthquake,Ground movement,Solomon Islands,-9.828,160.323,1977,4,21,34,NA,NA,Tsunami/Tidal wave,Richter,7
1977,Earthquake,Ground movement,Iran (Islamic Republic of),27.609,56.393,1977,3,22,167,NA,NA,NA,Richter,7
1977,Earthquake,Ground movement,Iran (Islamic Republic of),31.98,50.68,1977,4,7,352,NA,NA,NA,Richter,6
1977,Earthquake,Ground movement,Iran (Islamic Republic of),38.934,44.38,1977,5,26,3,NA,NA,NA,Richter,5
1977,Earthquake,Ground movement,Iran (Islamic Republic of),30.95,56.47,1977,12,20,589,NA,NA,NA,Richter,6
1977,Earthquake,Ground movement,Philippines (the),16.773,122.327,1977,3,19,1,100,NA,NA,Richter,7
1977,Earthquake,Ground movement,Romania,45.772,26.761,1977,3,4,1641,2000000,NA,NA,Richter,8
1977,Earthquake,Ground movement,Tonga,-22.878,-175.9,1977,6,23,1,1200,NA,NA,Richter,7
1977,Earthquake,Ground movement,Turkey,38.56,40.02,1977,3,25,30,NA,NA,NA,Richter,5
1978,Earthquake,Ground movement,Japan,34.809,139.259,1978,1,14,25,NA,NA,Tsunami/Tidal wave,Richter,7
1978,Earthquake,Ground movement,Italy,38.391,15.066,1978,4,16,5,NA,NA,NA,Richter,6
1978,Earthquake,Ground movement,Japan,38.19,142.028,1978,6,12,28,865000,NA,NA,Richter,8
1941,Earthquake,Ground movement,Yemen Arab Rep,16.4,43.5,1941,1,11,1200,NA,NA,NA,Richter,6
1950,Earthquake,Ground movement,Venezuela (Bolivarian Republic of),10.5,-68,1950,8,3,100,NA,NA,Tsunami/Tidal wave,Richter,7
1963,Earthquake,Ground movement,Yugoslavia,42.1,21.3,1963,7,26,1070,1000000,NA,NA,Richter,6
1967,Earthquake,Ground movement,Venezuela (Bolivarian Republic of),10.559,-67.33,1967,7,28,240,140000,NA,Tsunami/Tidal wave,Richter,7
1967,Earthquake,Ground movement,Yugoslavia,42,21.28,1967,11,30,7,20000,NA,NA,Richter,NA
1968,Earthquake,Ground movement,Yugoslavia,42.1,19.3,1968,11,3,1,38600,NA,NA,Richter,5
1969,Earthquake,Ground movement,Yugoslavia,44.9,17.3,1969,10,26,15,50000,NA,NA,Richter,6
1969,Earthquake,Ground movement,South Africa,-33.268,19.386,1969,9,29,9,24000,NA,NA,Richter,6
1977,Volcanic activity,Ash fall,Congo (the Democratic Republic of the),-1.52,29.25,1977,1,10,147,NA,Mt. Nyiragongo,NA,NA,NA
1978,Earthquake,Ground movement,Germany Fed Rep,48.29,9.01,1978,9,3,NA,150000,NA,NA,Richter,6
1979,Earthquake,Ground movement,Colombia,1.598,-79.358,1979,12,12,579,8000,NA,Tsunami/Tidal wave,Richter,8
1979,Earthquake,Ground movement,Albania,42.096,19.209,1979,4,15,35,NA,NA,NA,Richter,7
1979,Earthquake,Ground movement,China,31.452,119.241,1979,7,9,42,NA,NA,NA,Richter,5
1979,Earthquake,Ground movement,Colombia,4.805,-76.217,1979,11,23,60,20000,NA,NA,Richter,7
1980,Earthquake,Ground movement,Algeria,36.195,1.354,1980,10,10,2633,5200000,NA,Tsunami/Tidal wave,Richter,7
1980,Earthquake,Ground movement,Azores Islands,38.815,-27.78,1980,1,1,69,5000,NA,NA,Richter,7
1980,Earthquake,Ground movement,Ecuador,-1.948,-80.017,1980,8,18,8,NA,NA,NA,Richter,6
1980,Earthquake,Ground movement,Greece,39.203,22.729,1980,7,12,1,5000,NA,NA,Richter,6
1981,Earthquake,Ground movement,Colombia,8.117,-72.527,1981,10,18,10,5000,NA,"Slide (land, mud, snow, rock)",Richter,5
1981,Earthquake,Ground movement,Greece,39.481,20.699,1981,3,10,2,NA,NA,"Slide (land, mud, snow, rock)",Richter,6
1981,Earthquake,Ground movement,China,30.927,101.098,1981,1,24,150,NA,NA,NA,Richter,7
1981,Earthquake,Ground movement,Greece,38.222,22.934,1981,2,24,22,900000,NA,NA,Richter,7
1982,Earthquake,Ground movement,Afghanistan,36.148,69.011,1982,12,16,500,1000,NA,NA,Richter,7
1982,Earthquake,Ground movement,Albania,40.883,19.59,1982,11,16,1,5000,NA,NA,Richter,6
1982,Earthquake,Ground movement,China,31.907,99.931,1982,6,16,10,NA,NA,NA,Richter,6
1983,Earthquake,Ground movement,Costa Rica,9.652,-83.688,1983,7,3,2,5000,NA,"Slide (land, mud, snow, rock)",Richter,7
1983,Earthquake,Ground movement,Chile,-26.535,-70.563,1983,10,4,4,1000,NA,NA,Richter,7
1983,Earthquake,Ground movement,China,35.206,115.213,1983,11,7,34,NA,NA,NA,Richter,5
1983,Earthquake,Ground movement,Colombia,2.461,-76.686,1983,3,31,250,410900,NA,NA,Richter,5
1983,Earthquake,Ground movement,Costa Rica,8.717,-83.123,1983,4,2,10,1000,NA,NA,Richter,7
1983,Earthquake,Ground movement,Guinea,11.866,-13.529,1983,12,22,275,NA,NA,NA,Richter,6
1985,Earthquake,Ground movement,Argentina,-33.053,-68.467,1985,1,26,6,NA,NA,NA,Richter,7
1985,Earthquake,Ground movement,Chile,-33.135,-71.871,1985,3,3,180,1500000,NA,NA,Richter,8
1985,Earthquake,Ground movement,China,25.926,102.871,1985,4,18,22,NA,NA,NA,Richter,6
1985,Earthquake,Ground movement,China,39.431,75.224,1985,8,23,67,NA,NA,NA,Richter,7
1985,Earthquake,Ground movement,Algeria,36.46,6.791,1985,10,27,30,1000,NA,NA,Richter,6
1987,Earthquake,Ground movement,Chile,-19.022,-69.991,1987,8,8,5,1000,NA,"Slide (land, mud, snow, rock)",Richter,7
1987,Earthquake,Ground movement,Ecuador,0.151,-77.785,1987,3,5,5000,1500000,NA,"Slide (land, mud, snow, rock)",Richter,7
1987,Earthquake,Ground movement,Ecuador,-0.978,-78.05,1987,9,22,2,NA,NA,"Slide (land, mud, snow, rock)",Richter,6
1987,Earthquake,Ground movement,Algeria,35.964,1.374,1987,1,26,1,1000,NA,NA,Richter,4
1988,Earthquake,Ground movement,Guatemala,13.881,-90.45,1988,11,3,5,NA,NA,"Slide (land, mud, snow, rock)",Richter,7
1988,Earthquake,Ground movement,Bangladesh,24.688,991.57,1988,2,6,2,NA,NA,NA,Richter,6
1988,Earthquake,Ground movement,China,22.789,99.611,1988,11,6,939,269000,NA,NA,Richter,8
1978,Earthquake,Ground movement,Iran (Islamic Republic of),33.386,57.434,1978,9,16,25000,50000,NA,NA,Richter,7
1978,Earthquake,Ground movement,Iran (Islamic Republic of),32.14,49.65,1978,12,14,45,NA,NA,NA,Richter,6
1978,Earthquake,Ground movement,Mexico,16.01,-96.591,1978,11,29,9,NA,NA,NA,Richter,8
1979,Earthquake,Ground movement,Indonesia,-1.679,136.04,1979,9,12,2,NA,NA,Tsunami/Tidal wave,Richter,8
1979,Earthquake,Tsunami,Indonesia,8.8,123.5,1979,7,18,539,NA,NA,Tsunami/Tidal wave,Richter,NA
1979,Earthquake,Ground movement,Indonesia,-7.656,108.252,1979,11,2,26,16000,NA,NA,Richter,6
1979,Earthquake,Ground movement,Indonesia,-3.299,102.712,1979,12,15,5,NA,NA,NA,Richter,7
1979,Earthquake,Ground movement,Indonesia,-8.39,115.889,1979,12,18,32,NA,NA,NA,Richter,6
1979,Earthquake,Ground movement,Iran (Islamic Republic of),33.897,59.472,1979,1,16,199,NA,NA,NA,Richter,7
1979,Earthquake,Ground movement,Iran (Islamic Republic of),33.918,59.741,1979,11,14,350,NA,NA,NA,Richter,7
1979,Earthquake,Ground movement,Iran (Islamic Republic of),33.962,59.726,1979,11,27,16,NA,NA,NA,Richter,7
1979,Earthquake,Ground movement,Italy,42.812,13.061,1979,9,19,5,NA,NA,NA,Richter,6
1979,Volcanic activity,Ash fall,Italy,37.734,15.004,1979,9,12,9,NA,Mt. Etna,NA,NA,NA
1979,Earthquake,Ground movement,Mexico,17.813,-101.276,1979,3,14,5,30000,NA,NA,Richter,8
1979,Earthquake,Ground movement,Peru,-16.39,-72.658,1979,2,16,13,NA,NA,NA,Richter,7
1980,Earthquake,Ground movement,India,32.913,75.633,1980,8,24,13,NA,NA,NA,Richter,6
1980,Earthquake,Ground movement,Iran (Islamic Republic of),34.587,50.652,1980,12,19,20,5000,NA,NA,Richter,6
1980,Earthquake,Ground movement,Iran (Islamic Republic of),34.503,50.59,1980,12,22,4,1000,NA,NA,Richter,5
1980,Earthquake,Ground movement,Iran (Islamic Republic of),35.4,51.26,1980,11,30,26,NA,NA,NA,Richter,6
1980,Earthquake,Ground movement,Italy,40.914,15.366,1980,11,23,4689,20000000,NA,NA,Richter,7
1980,Earthquake,Ground movement,Japan,35.45,139.964,1980,9,25,2,1000,NA,NA,Richter,6
1980,Earthquake,Ground movement,Mexico,32.2,-115.122,1980,6,9,2,NA,NA,NA,Richter,6
1980,Earthquake,Ground movement,Mexico,18.211,-98.24,1980,10,24,65,5000,NA,NA,Richter,7
1980,Earthquake,Ground movement,Nepal,29.598,81.092,1980,7,29,100,245000,NA,NA,Richter,7
1980,Earthquake,Ground movement,Peru,-13.347,-74.545,1980,11,12,7,1000,NA,NA,Richter,5
1981,Earthquake,Ground movement,Indonesia,-4.576,139.232,1981,1,19,306,5000,NA,"Slide (land, mud, snow, rock)",Richter,7
1981,Earthquake,Ground movement,Pakistan,35.693,73.594,1981,9,12,250,5000,NA,"Slide (land, mud, snow, rock)",Richter,6
1981,Earthquake,Ground movement,Iran (Islamic Republic of),29.913,57.715,1981,6,11,2000,5000,NA,NA,Richter,7
1981,Earthquake,Ground movement,Iran (Islamic Republic of),30.013,57.794,1981,7,28,1200,1000000,NA,NA,Richter,7
1981,Earthquake,Ground movement,Italy,41.051,14.601,1981,2,14,12,500,NA,NA,Richter,5
1981,Earthquake,Ground movement,Mexico,18.048,-102.084,1981,10,24,3,NA,NA,NA,Richter,7
1981,Earthquake,Ground movement,Pakistan,29.856,66.962,1981,12,12,6,NA,NA,NA,Richter,4
1981,Earthquake,Ground movement,Peru,-13.166,-74.522,1981,6,22,10,NA,NA,NA,Richter,5
1981,Earthquake,Ground movement,Peru,-13.144,-74.376,1981,4,18,8,NA,NA,NA,Richter,5
1982,Earthquake,Ground movement,Indonesia,-8.405,123.08,1982,12,25,13,1450,NA,"Slide (land, mud, snow, rock)",Richter,6
1982,Earthquake,Ground movement,Indonesia,4.374,97.755,1982,2,24,NA,3500,NA,Tsunami/Tidal wave,Richter,5
1982,Earthquake,Ground movement,Japan,42.158,142.361,1982,3,21,110,1000,NA,Tsunami/Tidal wave,Richter,7
1982,Earthquake,Ground movement,Italy,43.164,12.586,1982,10,17,NA,35000,NA,NA,Richter,4
1982,Earthquake,Ground movement,Mexico,16.558,-98.358,1982,6,7,9,NA,NA,NA,Richter,7
1982,Earthquake,Ground movement,Peru,-12.69,-76.065,1982,3,28,3,5000,NA,NA,Richter,6
1983,Earthquake,Ground movement,Philippines (the),18.231,120.86,1983,8,18,19,2227,NA,"Slide (land, mud, snow, rock)",Richter,7
1983,Earthquake,Ground movement,Iran (Islamic Republic of),35.953,52.264,1983,3,26,30,5000,NA,"Slide (land, mud, snow, rock)",Richter,5
1983,Earthquake,Ground movement,Japan,35.5,139.07,1983,8,8,1,NA,NA,"Slide (land, mud, snow, rock)",Richter,5
1983,Earthquake,Tsunami,Japan,40.462,139.102,1983,5,26,102,416000,NA,Tsunami/Tidal wave,Richter,8
1983,Earthquake,Ground movement,Indonesia,5.723,94.722,1983,4,3,NA,1000,NA,NA,Richter,7
1983,Earthquake,Ground movement,Iran (Islamic Republic of),36.948,49.18,1983,7,22,3,5000,NA,NA,Richter,6
1983,Earthquake,Ground movement,Pakistan,36.372,70.738,1983,12,31,24,3000,NA,NA,Richter,7
1983,Earthquake,Ground movement,Peru,-4.843,-78.103,1983,4,12,10,500,NA,NA,Richter,5
1983,Earthquake,Ground movement,Papua New Guinea,5.392,151.868,1983,12,22,10,NA,NA,NA,Richter,6
1985,Earthquake,Ground movement,Indonesia,-4.13,136.049,1985,9,15,10,NA,NA,NA,Richter,6
1985,Earthquake,Ground movement,Iran (Islamic Republic of),28.399,52.997,1985,2,3,1,NA,NA,NA,Richter,5
1985,Earthquake,Ground movement,Mexico,18.19,-102.533,1985,9,19,9500,4104000,NA,NA,Richter,8
1985,Earthquake,Ground movement,Pakistan,36.19,70.896,1985,7,29,5,2000,NA,NA,Richter,7
1985,Earthquake,Ground movement,Philippines (the),7.758,123.544,1985,3,19,2,NA,NA,NA,Richter,7
1985,Earthquake,Ground movement,Papua New Guinea,-5.599,151.045,1985,5,11,NA,1000,NA,NA,Richter,7
1987,Earthquake,Ground movement,Indonesia,-8.247,124.155,1987,11,26,125,5000,NA,"Slide (land, mud, snow, rock)",Richter,7
1987,Earthquake,Ground movement,Papua New Guinea,-6.088,147.689,1987,2,9,1,2625,NA,"Slide (land, mud, snow, rock)",Richter,7
1987,Earthquake,Ground movement,Indonesia,2.244,98.866,1987,4,26,2,NA,NA,NA,Richter,6
1987,Earthquake,Ground movement,Iran (Islamic Republic of),34.076,48.266,1987,5,29,2,NA,NA,NA,Richter,5
1987,Earthquake,Ground movement,Japan,35.38,140.214,1987,12,17,2,NA,NA,NA,Richter,6
1987,Earthquake,Ground movement,Mexico,33.015,-115.852,1987,11,24,2,NA,NA,NA,Richter,7
1987,Earthquake,Ground movement,New Zealand,-37.965,176.765,1987,3,2,1,210000,NA,NA,Richter,7
1988,Earthquake,Ground movement,India,26.755,616,1988,8,21,382,71500,NA,NA,Richter,7
1988,Earthquake,Ground movement,Iran (Islamic Republic of),29.974,51.679,1988,8,11,1,NA,NA,NA,Richter,6
1988,Earthquake,Ground movement,Nepal,26.755,86.616,1988,8,20,709,60000,NA,NA,Richter,7
1979,Earthquake,Ground movement,Yugoslavia,42.096,19.209,1979,4,15,121,450000,NA,Tsunami/Tidal wave,Richter,7
1981,Earthquake,Ground movement,Yugoslavia,44.849,17.312,1981,8,13,NA,5000,NA,NA,Richter,6
1982,Earthquake,Ground movement,El Salvador,13.332,-89.387,1982,6,19,20,5000,NA,"Slide (land, mud, snow, rock)",Richter,7
1982,Earthquake,Ground movement,Yemen Arab Rep,14.701,44.379,1982,12,13,1507,2000000,NA,NA,Richter,6
1983,Earthquake,Ground movement,United States of America (the),19.43,-155.454,1983,11,16,NA,6250,NA,"Slide (land, mud, snow, rock)",Richter,6
1983,Earthquake,Ground movement,Soviet Union,39.042,48.714,1983,4,2,NA,5000,NA,NA,Richter,5
1983,Earthquake,Ground movement,Turkey,40.33,42.187,1983,10,30,1346,25000,NA,NA,Richter,7
1983,Earthquake,Ground movement,United States of America (the),36.219,-120.317,1983,5,2,NA,31000,NA,NA,Richter,5
1983,Earthquake,Ground movement,United States of America (the),43.974,-113.916,1983,10,28,2,15000,NA,NA,Richter,NA
1983,Earthquake,Ground movement,Yugoslavia,41.959,21.54,1983,2,25,12,NA,NA,NA,Richter,5
1985,Earthquake,Ground movement,Soviet Union,40.301,69.823,1985,10,14,29,NA,NA,NA,Richter,6
1986,Earthquake,Ground movement,Soviet Union,26,46.5,1986,8,31,1,730000,NA,NA,Richter,6
1986,Earthquake,Ground movement,Soviet Union,41.431,43.737,1986,5,13,2,NA,NA,NA,Richter,6
1987,Earthquake,Ground movement,United States of America (the),34.061,-118.079,1987,10,1,8,213000,NA,NA,Richter,6
1987,Earthquake,Ground movement,United States of America (the),33.013,115.838,1987,11,24,NA,4000,NA,NA,Richter,7
1988,Earthquake,Ground movement,Soviet Union,40.987,44.185,1988,12,7,25000,14000000,NA,NA,Richter,7
1989,Earthquake,Ground movement,Algeria,36.788,2.448,1989,10,29,22,NA,NA,Tsunami/Tidal wave,Richter,6
1989,Earthquake,Ground movement,Australia,-32.967,151.619,1989,12,28,12,1000000,NA,NA,Richter,5
1989,Earthquake,Ground movement,Bangladesh,21.861,89.763,1989,6,12,1,NA,NA,NA,Richter,5
1989,Earthquake,Ground movement,China,29.987,99.195,1989,4,15,8,164000,NA,NA,Richter,6
1989,Earthquake,Ground movement,China,39.893,113.884,1989,10,18,29,NA,NA,NA,Richter,5
1989,Earthquake,Ground movement,China,23.553,99.526,1989,5,7,1,54000,NA,NA,Richter,6
1989,Earthquake,Ground movement,China,29.882,106.804,1989,11,20,4,NA,NA,NA,Richter,5
1990,Earthquake,Ground movement,Bulgaria,45.841,26.668,1990,5,30,1,NA,NA,NA,Richter,7
1993,Earthquake,Ground movement,Colombia,6.47,-71.21,1993,7,22,2,NA,NA,NA,Richter,6
1989,Earthquake,Ground movement,Indonesia,-4.511,139.022,1989,8,1,120,NA,NA,"Slide (land, mud, snow, rock)",Richter,6
1989,Earthquake,Ground movement,Iran (Islamic Republic of),30.167,50.921,1989,5,27,100,NA,NA,NA,Richter,6
1989,Earthquake,Ground movement,Mexico,16.773,-99.328,1989,4,25,3,NA,NA,NA,Richter,7
1990,Earthquake,Ground movement,Iran (Islamic Republic of),36.961,49.414,1990,6,21,40000,8000000,NA,"Slide (land, mud, snow, rock)",Richter,7
1990,Earthquake,Ground movement,Philippines (the),9.725,124.625,1990,2,8,1,900,NA,Tsunami/Tidal wave,Richter,7
1990,Earthquake,Ground movement,Peru,-6.016,-77.229,1990,5,29,200,1000,NA,Volcanic activity,Richter,7
1990,Earthquake,Ground movement,Indonesia,1.186,122.857,1990,4,18,5,NA,NA,NA,Richter,8
1990,Earthquake,Ground movement,Philippines (the),11.76,121.899,1990,6,14,4,NA,NA,NA,Richter,7
1990,Earthquake,Ground movement,Romania,45.841,26.668,1990,5,30,9,NA,NA,NA,Richter,7
1991,Earthquake,Ground movement,Pakistan,38.993,70.423,1991,1,31,300,10000,NA,NA,Richter,6
1988,Earthquake,Ground movement,Solomon Islands,-10.199,160.855,1988,8,10,1,NA,NA,NA,Richter,7
1989,Earthquake,Ground movement,Soviet Union,38.465,68.694,1989,1,23,274,24800,NA,"Slide (land, mud, snow, rock)",Richter,5
1989,Earthquake,Ground movement,United States of America (the),37.036,-121.88,1989,10,18,62,5600000,NA,NA,Richter,7
1989,Earthquake,Ground movement,United States of America (the),19.362,-155.083,1989,6,26,5,NA,NA,NA,Richter,6
1990,Earthquake,Ground movement,Soviet Union,45.841,26.668,1990,5,30,4,NA,NA,NA,Richter,7
1990,Earthquake,Ground movement,Soviet Union,47.892,85.12,1990,6,14,1,NA,NA,NA,Richter,7
1991,Earthquake,Ground movement,Soviet Union,42.15,42.44,1991,4,29,270,1700000,NA,Flood,Richter,7
1991,Earthquake,Ground movement,Soviet Union,35.883,70.423,1991,1,31,3,NA,NA,"Slide (land, mud, snow, rock)",Richter,7
1991,Earthquake,Ground movement,Soviet Union,37.457,68.273,1991,4,18,1,NA,NA,NA,Richter,5
1992,Earthquake,Ground movement,United States of America (the),33.961,-116.32,1992,4,22,NA,100000,NA,NA,Richter,6
1993,Earthquake,Ground movement,United States of America (the),42.314,-122.01,1993,9,21,2,7500,NA,NA,Richter,6
1997,Earthquake,Ground movement,Chile,-30.933,-71.22,1997,10,14,8,48000,NA,"Slide (land, mud, snow, rock)",Richter,7
1997,Earthquake,Ground movement,Armenia,41.101,45.14,1997,7,18,NA,33333,NA,NA,Richter,4
1998,Earthquake,Ground movement,China,41.083,114.5,1998,1,10,49,285500,NA,Fire,Richter,6
1998,Earthquake,Ground movement,Afghanistan,37.106,70.11,1998,5,30,4700,10000,NA,"Slide (land, mud, snow, rock)",Richter,7
1998,Earthquake,Ground movement,Afghanistan,37.075,70.089,1998,2,4,2323,10000,NA,NA,Richter,6
1998,Earthquake,Ground movement,Azerbaijan,38.717,48.507,1998,7,9,1,NA,NA,NA,Richter,6
1998,Earthquake,Ground movement,Azores Islands,38.65,-28.626,1998,7,8,10,72000,NA,NA,Richter,6
1998,Earthquake,Ground movement,Bolivia (Plurinational State of),-17.731,-65.431,1998,5,22,95,NA,NA,NA,Richter,7
1996,Earthquake,Ground movement,Indonesia,0.729,119.931,1996,1,1,9,1200,NA,Tsunami/Tidal wave,Richter,7
1996,Earthquake,Ground movement,Indonesia,1.1,137.15,1996,2,17,166,4200,NA,Tsunami/Tidal wave,Richter,8
1998,Earthquake,Ground movement,Ecuador,-0.593,-80.393,1998,8,4,3,NA,NA,NA,Richter,7
1998,Earthquake,Ground movement,Iran (Islamic Republic of),30.154,57.605,1998,3,14,5,NA,NA,NA,Richter,7
1998,Earthquake,Ground movement,Iran (Islamic Republic of),32.457,59.976,1998,4,10,12,NA,NA,NA,Richter,6
1994,Volcanic activity,Ash fall,Papua New Guinea,-4.271,152.203,1994,9,19,5,110000,Rabaul,NA,NA,NA
1996,Volcanic activity,Ash fall,Papua New Guinea,-4.08,145.037,1996,12,4,4,NA,Manam,NA,NA,NA
1998,Earthquake,Ground movement,China,27.308,101.029,1998,11,19,3,70000,NA,"Slide (land, mud, snow, rock)",Richter,6
1998,Earthquake,Tsunami,Papua New Guinea,-2.961,141.926,1998,7,17,2182,NA,NA,NA,Richter,7
1998,Earthquake,Ground movement,Turkey,3.878,35.307,1998,6,28,145,550000,NA,NA,Richter,6
1998,Earthquake,Ground movement,China,26.373,104.021,1998,12,1,NA,22600,NA,NA,Richter,5
1998,Earthquake,Ground movement,China,39.66,77.343,1998,8,27,3,NA,NA,NA,Richter,6
1999,Earthquake,Ground movement,Afghanistan,34.259,69.364,1999,2,11,70,NA,NA,NA,Richter,6
1999,Earthquake,Ground movement,Azerbaijan,40.802,47.448,1999,6,4,1,5000,NA,NA,Richter,5
1999,Earthquake,Ground movement,Bangladesh,21.544,91.895,1999,7,22,6,NA,NA,NA,Richter,5
1999,Earthquake,Ground movement,China,39.899,113.983,1999,11,1,NA,44000,NA,NA,Richter,6
2000,Earthquake,Ground movement,Azerbaijan,40.245,49.946,2000,11,25,31,10000,NA,NA,Richter,7
2000,Earthquake,Ground movement,China,25.607,101.063,2000,1,14,7,73500,NA,NA,Richter,6
2000,Earthquake,Ground movement,China,24.263,103.797,2000,1,26,1,483,NA,NA,Richter,5
2000,Earthquake,Ground movement,China,25.826,102.194,2000,8,21,1,43000,NA,NA,Richter,5
2001,Earthquake,Ground movement,China,29.513,101.129,2001,2,23,3,24000,NA,NA,Richter,6
1998,Earthquake,Ground movement,Iran (Islamic Republic of),27.791,53.608,1998,11,13,5,NA,NA,"Slide (land, mud, snow, rock)",Richter,5
1998,Earthquake,Ground movement,Indonesia,-2.071,124.891,1998,11,29,33,200000,NA,Tsunami/Tidal wave,Richter,8
1998,Earthquake,Ground movement,Indonesia,-8.194,112.413,1998,9,28,1,NA,NA,NA,Richter,6
1999,Earthquake,Ground movement,Colombia,4.461,-75.724,1999,1,25,1186,1857366,NA,"Slide (land, mud, snow, rock)",Richter,6
1999,Earthquake,Ground movement,Mexico,18.386,-97.436,1999,6,15,15,226800,NA,"Slide (land, mud, snow, rock)",Richter,7
1999,Earthquake,Ground movement,Algeria,35.321,-1.281,1999,12,22,22,60929,NA,NA,Richter,6
1999,Earthquake,Ground movement,Spain,38.193,-1.566,1999,2,2,NA,44004,NA,NA,Richter,6
1999,Earthquake,Ground movement,Greece,38.119,23.605,1999,9,7,143,4200000,NA,NA,Richter,6
1999,Earthquake,Ground movement,Guatemala,15.782,88.33,1999,7,11,2,NA,NA,NA,Richter,7
1999,Earthquake,Ground movement,Indonesia,-6.845,105.555,1999,12,21,5,3900,NA,NA,Richter,7
1999,Earthquake,Ground movement,India,30.512,79.403,1999,3,28,100,2000,NA,NA,Richter,7
1999,Earthquake,Ground movement,Iran (Islamic Republic of),28.343,57.193,1999,3,4,1,NA,NA,NA,Richter,7
1999,Earthquake,Ground movement,Iran (Islamic Republic of),29.501,51.88,1999,5,6,20,NA,NA,NA,Richter,7
1999,Earthquake,Ground movement,Mexico,16.1,96.7,1999,9,30,31,164800,NA,NA,Richter,8
2000,Earthquake,Ground movement,Indonesia,-4.646,102.102,2000,6,4,103,41000,NA,"Slide (land, mud, snow, rock)",Richter,7
2000,Earthquake,Ground movement,Japan,35.456,133.134,2000,10,6,NA,500000,NA,"Slide (land, mud, snow, rock)",Richter,7
